HINDI 	MARATHI 	SCORE
बढ़े	निघालो	0.00898034
चलाई	करुन	0.00898033
बनी	जळत	0.00898028
झूमते	मिळत	0.00897979
मिलता	आढळत	0.00897919
कर	चालवत	0.00897846
बढ़ावा	मिळत	0.00897802
रुकना	थांबायचे	0.00897795
लगे	बसविण्यात	0.00897779
पाने	बोलायचे	0.00897758
चला	असणार्‍या	0.0089775
कराया	बांधला	0.00897749
लगे	टाकलेल्या	0.00897749
होकर	चालणे	0.00897745
बढ़ने	वाढू	0.00897721
रहता	नसताना	0.00897691
लागत	झाले	0.00897655
स्थित	करु	0.00897505
स्थित	घेऊन	0.00897483
खुला	झाली	0.00897444
घूमे	हिंडलो	0.00897435
स्थित	लावलेल्या	0.00897395
फैला	असणारे	0.00897361
दिलाने	मिळवून	0.0089736
किये	म्हटले	0.00897317
ढ़लते	मावळताच	0.00897314
लगाए	योजिली	0.00897215
लगेंगे	बसतील	0.00897212
स्थित	घेता	0.00897108
रुकें	थांबलात	0.00897097
समेटे	असणार्‍या	0.00897074
प्रयोग	उतरण्यासाठी	0.00897063
प्रयोग	करण्यासाठी	0.00897063
जारी	काढून	0.00897049
लुढ़क	ढासळले	0.00897034
रहते	जमलेले	0.00896948
देखना	पाहणे	0.00896914
संभावना	बिघडू	0.00896862
रहा	भरलेले	0.00896796
थीं	असलेल्या	0.0089672
रखे	ठेवलेली	0.00896714
कहलाया	म्हटले	0.00896712
माना	असलेले	0.00896705
जमा	पडलेला	0.00896699
चलता	ठरविणे	0.00896682
फुदकते	मारणारे	0.00896635
बढ़	वाढत	0.00896627
निकलती	दिसते	0.00896607
मिला	केल्यावर	0.00896593
था	मिळाली	0.00896592
विराम	असणार्‍या	0.00896507
चाहें	केले	0.00896479
पहुँचते-पहुँचते	पोहचता-पोहचता	0.00896473
है	रचण्याचे	0.00896472
लगती	असते	0.00896468
मनाए	केले	0.00896456
होता	निघतो	0.00896425
गिरने	होताच	0.00896418
पाए	गळणारे	0.00896396
मनाने	येतात	0.0089634
ले	चालणारा	0.0089632
रहा	धावत	0.00896231
देख	नाही	0.00896219
माना	फिरण्याचा	0.008962
गंवाए	दवडता	0.00896171
शुरू	होताच	0.00896128
प्रशस्त	असतो	0.00896074
छूट	राहिले	0.00896073
कराई	पाहिजे	0.00896047
गँवाना	असल्याने	0.00896034
ढकी	झाकलेले	0.00896018
विराजित	आहे	0.00896017
रोकते	मिळून	0.00896008
जुड़ीं	असलेल्या	0.00896007
चलाता	आहेत.	0.00895978
बढ़ाती	वाढवतात	0.00895976
पहुँचते	अनुभवायला	0.00895964
शामिल	येऊन	0.00895956
हैं	सापडतात	0.00895917
माना	येतात	0.00895859
कराता	राहण्यासाठी	0.00895759
बढ़ा	वाढवतात	0.00895732
प्लानिंग	जाण्याचे	0.00895721
बढ़	जाऊ	0.00895666
खाने-पीने	खाण्या-पिण्यासाठी	0.00895658
खाने-पीने	खाण्यापिण्यासाठी	0.00895658
स्थित	मानले	0.00895655
रहे	असणार्‍या	0.00895597
ले	जाताना	0.00895545
मान	असलेल्या	0.00895526
बसा	असलेले	0.00895474
दिलाता	करुन	0.00895399
सुखा	झटकून	0.00895387
करते	पोहोचतात	0.00895371
चलकर	आहे	0.00895303
नजर	लावलेल्या	0.00895289
घूमते	असलेले	0.0089527
लगाते	असलेला	0.00895258
विकास	नाही	0.00895236
पहुँचा	ठरत	0.00895209
मनाये	केले	0.00895143
शामिल	होतात	0.00894956
मिले	दिसले	0.0089492
पहुँचना	असलेल्या	0.00894918
बढ़ेंगे	गेलात	0.00894844
मारने	फुंकरले	0.00894749
जमा	झाल्याकारणाने	0.00894723
लगता	वाटत	0.00894691
लगी	वाटली	0.00894672
जाते	सोडून	0.00894656
करते	बघण्याची	0.00894619
मनाने	असलेल्या	0.00894482
प्राप्‍त	रचली	0.00894409
लगते	वाटत	0.00894395
सफल	होण्यापासून	0.00894346
लगाते	करतात.	0.00894338
मनाया	केली	0.00894319
आरोहण	केले	0.00894282
करता	भरून	0.0089428
मुँदने	थकलेले	0.00894271
बढ़ने	गेल्यावर	0.00894267
गिरे	पडले	0.00894249
प्राप्‍त	होता	0.0089424
उपस्थित	करतो	0.00894228
मजा	करुन	0.00894195
आकर	झालेले	0.00894169
चलाकर	करुन	0.00894168
पड़	मंदावले	0.00894161
देखते	बघून	0.00894129
तय	असलेल्या	0.0089412
हटकर	झुकते	0.00894109
रहा	हो	0.00894102
कहना	म्हटले	0.00894084
लुत्फ़़	वसलेल्या	0.00894078
होता	करावा	0.00894049
सेवा	करीत	0.00893955
चलनेवाली	सुटणार्‍या	0.00893873
लदे	बहरलेले	0.00893869
मिली	केल्यामुळे	0.00893842
लगायी	भरवली	0.00893833
उतारने	उतरवण्यासाठी	0.00893774
ले	असणारा	0.00893774
दिलाती	करुन	0.00893773
खाना	पाहिजे	0.00893753
होता	लागून	0.00893728
रहते	भरलेले	0.00893719
अनुमान	करण्यासाठी	0.00893701
मनाया	केला	0.00893684
दिलाते	असणारे	0.00893682
निकल	जावे	0.00893624
छूटकर	सुटल्यावर	0.00893619
झूमता	वसलेले	0.00893595
पूरे	झाली	0.0089357
जाती	उलटते	0.00893535
चढ़ने	केल्याने	0.00893471
करेंगी	नाही	0.00893411
निकलता	वाहणारे	0.00893371
घूमने	असलेले	0.00893362
लोकप्रिय	असलेले	0.00893349
हो	पोहचण्याआधी	0.0089331
लेकर	फिरताना	0.00893298
आता	बघावी	0.00893235
चढ़ाई	करण्यास	0.00893224
पूर्ण	पाहण्याची	0.00893171
मोह	करतात	0.00893136
ठहरने	राहणे	0.00893096
प्राप्‍त	मिळाले	0.00893084
ढक	झाकले	0.00893082
भरने	दिसेल	0.00893048
मिले	घेतली	0.00893036
ट्राई	चाखू	0.00892987
विकसित	केले	0.00892983
खरीद	बनवलेले	0.00892959
लगाते	करतात	0.0089291
बढ़ते	जाताना	0.00892879
करता	खाण्या	0.00892875
सटकर	चिकटून	0.0089287
देख	बघून	0.00892811
ठहरना	राहावे	0.00892779
हैं	मिळविणारे	0.00892757
बढ़	वाढते	0.00892743
किया	मिळविला	0.00892696
शिरकत	घेताना	0.00892689
तराशकर	बनविल्या	0.00892673
निकलते	वाजता	0.00892649
स्थित	वसलेला	0.00892629
बरबाद	झाली	0.00892609
पड़ने	असेल	0.00892568
उद्‍गमित	असलेल्या	0.00892552
होना	भरवण्याचे	0.00892543
त्याग	करून	0.00892525
स्थित	करते	0.00892517
की	राहूनही	0.00892512
हैं	लपलेले	0.00892486
स्थित	मिळवण्यासाठी	0.00892481
लगाने	दिल्यावरसुद्धा	0.00892356
मनाते	करतात.	0.00892334
सुरक्षित	ठेवल्या	0.00892268
ठहरने	राहिल्यावर	0.00892202
था	असलेले	0.00892201
देखने	नाही	0.0089217
उल्लेख	केला	0.00892157
जड़े	जडलेले	0.0089215
हारी	हरली	0.0089215
देखते	भरते	0.0089213
कहलाता	म्हटले	0.008921
कहलाता	म्हट्ले	0.008921
प्रवेश	करण्यासाठी	0.00892072
लगा	फिरताना	0.00891978
बोलते	म्हणतात	0.00891875
रहा	असावे	0.00891844
दिलाते	करुन	0.00891825
कहें	म्हटल्यास	0.00891818
लगा	असलेला	0.00891804
बसा	केली	0.00891798
पूरा	होताच	0.00891795
मनाया	केले	0.00891785
हो	सुरूवात	0.00891772
भर	येताच	0.00891756
लगाना	मारणे	0.0089175
जानते	ओळखतो	0.00891743
मिला	असलेला	0.00891685
देखने	पाहू	0.00891639
नजर	चमकणारी	0.00891628
स्थित	केल्या	0.00891617
करते	हारल्याचे	0.00891583
कहा	मोजता	0.00891568
ठहर	थांबून	0.0089155
रक्षा	करेल	0.00891531
प्राप्‍त	मिळाली	0.00891465
मंत्रमुग्ध	कोरलेल्या	0.00891454
होते	नव्हते	0.00891451
लेकर	मिळतो	0.00891423
शिकार	पडलेत	0.00891379
लगाया	केली.	0.00891344
तृप्‍ति	पाहून	0.00891337
रहने	राहिल्यानंतर	0.00891298
उतरने	उतरण्यासाठी	0.00891209
लगा	करण्यासाठी	0.00891183
जाने	भरल्याने	0.00891116
तलाशा	शोधून	0.00891089
जाएँ	गेल्यावर	0.00891074
मिला	चालल्यावर	0.00890999
पड़ा	होते	0.0089088
खोज	लावणे	0.00890878
देखने	असलेला	0.00890871
शिकार	करणार्‍याच्या	0.00890863
जा	शोधले	0.00890826
बढ़ते	जातात	0.00890793
पता	करुन	0.00890752
प्लानिंग	पाहण्याचे	0.00890656
मिलते	सापडतात	0.00890653
था	नव्हते	0.00890592
करना	दिली	0.00890589
कराए	राहण्यासाठी	0.00890582
बढ़	किलबिलाट	0.00890534
सकते	बसवू	0.00890533
भारतीय	केले	0.00890522
बढ़ता	वाढत	0.0089049
लेते	घेताना	0.00890474
निकलती	पावते	0.00890422
किया	वाहिला	0.00890374
कर	मिळवला	0.0089036
हुई	नसलेली	0.00890359
पाते	समजू	0.00890314
स्थित	भरते	0.00890297
प्राप्त	होते	0.00890283
चुना	अवलंबिला	0.00890271
रख	पोहचली	0.00890271
बढ़ते	सोडून	0.00890202
लौट	बहरते.	0.0089016
जमा	साठवण्याचे	0.00890152
मनाने	जाण्यात	0.00890112
करें	बोलत	0.00890107
रखे	खाण्या	0.00890069
था	पावलेल्या	0.00890043
पहुँचे	पोहोचताच	0.00890025
स्थापित	असलेले	0.00890012
कर	मिळवला.	0.0088997
रहेगी	पाहावी	0.0088997
मिचला	करणारी	0.00889947
चलकर	वाहत	0.008899
चूकते	नसले	0.0088988
लगता	वाटते.	0.00889867
मिलने	करु	0.00889862
मुस्कुराते	लावला	0.00889822
लिया	करुन	0.00889777
जा	नाही	0.00889753
लगे	झाले	0.00889721
निबटा	संपवून	0.00889658
चला	शिकविण्याचे	0.00889641
महकने	झाल्यवर	0.00889639
जाकर	गेल्यावर	0.00889552
मालूम	काढल्यावर	0.00889442
लगती	असणारा	0.00889404
मज़े	चालत	0.00889377
देखने	असलेल्या	0.0088935
माहिर	आढळणारे	0.00889341
माने	असलेल्या	0.00889324
स्थापित	बांधले	0.00889318
होता	मानला	0.00889315
चढ़ने	ठरल्याने	0.00889311
छूट	राहून	0.00889293
देखते-सुनते	पाहत	0.00889287
माना	उभारलेले	0.00889279
लगने	असणार्‍या	0.00889273
चलती	उडविणे	0.00889265
जमकर	केला	0.00889254
गिरी	पडले	0.00889214
मिलते	दिसत	0.00889178
मनाने	जाण्याची	0.00889132
जाती	पडली	0.00889112
बन	असलेल्या	0.00889087
देखना	पहायचा	0.00889069
करेंगे	व्हाल	0.0088904
मनाते	करतात	0.00889028
लौटना	होते	0.00889027
पहचाने	असणारे	0.0088902
लगती	असतात	0.00888904
आत्मसात	करु	0.00888863
बढ़ा	उचलत	0.0088886
बन	असलेले	0.00888743
निर्माण	होता	0.00888738
किनारे	चालत	0.00888591
होता	नाही	0.00888584
बढ़ावा	मिळणार	0.00888536
रुका	नाही	0.0088847
लपके	घातली	0.00888432
करते	बोलत	0.0088841
रोमांचक	होत	0.00888342
खड़े	रहा	0.008883
ढकी	आच्छादलेले	0.00888299
लगाए	केला	0.00888263
जानते	ओळखत	0.00888187
शामिल	होतो	0.00888066
पधारे	आले	0.00888037
मनाने	घालविण्यात	0.0088803
जिंदा	करतात	0.00888022
जमा	असणार्‍या	0.00887994
लगता	वाटते	0.00887973
विकास	झाला	0.00887952
छा	पसरतो	0.00887943
लेकर	करणार्‍या	0.00887912
कही	म्हटली	0.00887898
विकास	करत	0.00887862
अनुभव	घेतात	0.00887827
देखता	पाहत	0.0088781
उठाती	करतेवेळी	0.00887792
ले	असणारी	0.00887759
मनाई	केली	0.0088773
देखते	नटलेली	0.00887728
देख	बसून	0.00887712
उपलब्ध	केली	0.00887679
मिलती	होते	0.00887678
गिरी	पडली	0.00887667
होता	उमलल्यावर	0.00887632
बढने	वाजता	0.00887584
निकलें	जात	0.00887533
प्राप्त	असल्याने	0.00887533
चुके	वाजले	0.00887414
देखने	पाहिल्यानंतर	0.00887409
दूर	पडल्यावर	0.00887335
घूमने	फिरल्यानंतर	0.00887323
निकलते	उगवताच	0.00887311
खड़ी	असलेल्या	0.00887261
पाए	मिळून	0.0088726
हैं	राहता	0.00887258
पड़ा	नाही	0.00887144
रवाना	निघालो	0.00887098
होती	विकणार्‍यांची	0.00887079
होते	करतात.	0.00887072
छपने	छापल्यानंतर	0.00887065
होते	मिळणार्‍या	0.0088705
सजाया	करुन	0.0088705
मिला	असणारे	0.0088704
फैलता	पसरत	0.00887006
शुरू	पाहता	0.00886977
घिरने	दाटू	0.00886969
चयन	झोपण्यासाठी	0.00886962
प्रवाहित	वाहत	0.00886936
लिया	घेता	0.00886912
लेती	कारते	0.00886894
पड़ते	येतात	0.00886881
पढ़ने	येतात	0.00886876
लेता	खात	0.00886841
लगाती	घेतात	0.00886836
प्रदर्शित	ठेवल्या	0.00886829
रखने	ठेवल्या	0.00886823
रहते	पाहत	0.00886812
गहरा	झाली	0.00886806
रखी	ठेवला	0.00886774
था	नव्हता	0.00886753
लगा	समजले	0.00886747
गिरते	कोसळतात	0.00886729
मनाये	केलेल्या	0.00886716
ढके	अच्छादलेले	0.0088671
ढके	आच्छादलेले	0.0088671
कहते	म्हणतात.	0.00886692
मोह	सजलेली	0.00886689
अनुभव	पाहणे	0.00886625
होता	चरायला	0.00886625
मँजे	कसलेले	0.00886573
मिलती	केलेल्या	0.00886554
ठहर	राहिलो	0.00886547
स्थित	लिहिलेले	0.00886532
पार	करण्यासाठी	0.00886526
रखा	ठेवला	0.00886509
लेकर	चालून	0.00886474
अनुभव	पडली	0.00886438
बढ़कर	वाढून	0.00886424
पहुँचे	ठरवून	0.00886416
पढ़ाया	शिकविला	0.00886415
स्थापित	असलेली	0.00886364
बढ़	जाऊ	0.00886341
खुदाई	मिळालेल्या	0.00886305
बढ़	करताना	0.00886304
विकसित	केल्या	0.00886297
सक्षम	मारण्यात	0.00886293
बढ़ाने	वाढवण्याची	0.00886251
रही	सांगते	0.0088625
घूमना	फिरले	0.00886178
बढ़ता	उसळत	0.0088615
बस	झाले	0.00886133
ठहरें	राहावे	0.00886107
निकल	उगवतो	0.00886071
जुड़ी	मिळतात	0.00886053
पढ़ने	शिकण्यासाठी	0.00886007
लगे	जाणल्यावर	0.00885995
पूरा	झाल्यावर	0.00885923
जाता	ठेवणारे	0.00885896
झूलती	निर्मिलेल्या	0.00885893
रूके	थांबेल	0.00885821
लगती	तापलेल्या	0.00885813
संग्रहीत	केलेल्या	0.00885775
मानिए	असलेले	0.00885732
पाई	आढळणार्‍या	0.00885718
पड़ाव	ठोका	0.00885699
छूता	करुन	0.00885681
संतुष्‍ट	विकत	0.0088568
जुटकर	मिळून	0.00885554
सटी	असलेल्या	0.00885523
है	निघण्याचा	0.00885483
रहे	लपून	0.00885471
मिली	आढळतात.	0.00885451
कहें	म्हटले	0.00885436
पड़ा	झाले	0.00885411
साबित	करता	0.00885397
समझने	करते	0.0088538
मिलते	घेऊ	0.00885361
होती	नाही	0.00885311
कराया	बांधले	0.00885302
रखे	जपतात	0.00885285
मिल	पोहोचण्यासाठी	0.00885261
मिल	पोहचण्यासाठी	0.00885261
प्राप्‍त	मिळविला	0.00885129
ठहरें	रहावे	0.00885126
करते	येतात	0.00885121
टहलते	फिरत	0.00885054
ज्ञात	लिहिलेल्या	0.00885032
विसर्जित	चालणार्‍या	0.00885023
करें	बाळगा	0.00885017
था	विसरता	0.00884998
करेगा	वाटते	0.00884887
जुड़ा	चालते	0.00884886
था	नाही	0.00884876
विजित	केले	0.00884863
पिरोया	गुंफले	0.00884863
सकते	करू	0.0088486
भाँपने	गेल्या	0.0088482
पसरी	असणार्‍या	0.00884782
बिले	चालताना	0.00884711
रहे	झाल्या	0.00884701
तयकर	करुन	0.00884627
कहते	म्हणतात	0.00884622
जुदा	वसलेला	0.00884551
लगा	टाकतात.	0.00884534
आजमा	असलेल्या	0.00884518
मदमाते	बहरलेल्या	0.00884501
देखते	भरतो	0.00884498
ढूँढ	शोधणे	0.0088449
विकसित	करता	0.00884475
ठिठक	गेल्यावर	0.00884432
दर्शाया	दाखवण्यात	0.00884388
लेकर	असणार्‍या	0.00884356
स्थित	असल्यामुळे	0.00884345
आमन्त्रित	करत	0.0088434
मिलेगा	दिसेल	0.00884339
पहचानने	ओळखण्यास	0.00884334
करते	निघून	0.00884318
घूमना	फिरू	0.00884298
पुकारते	म्हणतात	0.00884284
देखनी	पाहिली	0.00884243
देखते	लपून	0.008842
निहारने	पाहून	0.00884174
करती	वसलेले	0.00884146
आग्रह	केली	0.00884144
रखी	दुमडून	0.00884132
रखता	करुन	0.00884122
छोड़कर	फिरायला	0.00884081
करते	नाही	0.00883865
जाकर	गेल्यावरच	0.00883802
स्थित	केल्याशिवाय	0.00883757
खाने-पीने	खाण्या-पिण्याच्या	0.00883727
पाई	असणार्‍या	0.00883722
बढ़ती	झाल्याचे	0.00883716
जुड़ी	असलेल्या	0.0088371
गुजरते	सजलेले	0.00883696
रहेगी	झाली	0.00883688
ढकने	असलेले	0.00883636
नामकरण	केले	0.00883483
करें	लागल्याची	0.00883481
रहा	होत	0.00883388
मोह	करते	0.00883378
जानते	म्हटले	0.0088336
गिन	मोजत	0.00883344
बढ़	करत	0.00883298
लगा	वाढवतात.	0.00883287
लगते	टाकतात.	0.00883272
माना	विस्तारलेले	0.00883264
निकाला	काढली	0.00883253
निकाला	काढला	0.00883243
भरे	पसरलेल्या	0.00883239
शौक	असेल	0.00883236
सकते	होऊ	0.00883189
देखना	पाहू	0.00883177
माँगते	संपल्यावर	0.0088317
मानो	करा	0.00883151
की	मैसूर	0.0088315
मिल	जाण्याने	0.00883149
बढ़ावा	करण्यास	0.00883148
लगता	असलेले	0.00883128
फॉलो	करा.	0.00883114
छिपाए	लपविणारे	0.00883043
दर्शाया	आहेत	0.00883012
बढ़ाने	वाढवण्यासाठी	0.00883
चला	मिळाली	0.00882985
सक्रिय	होतात	0.00882928
बजवाने	वाजवण्यासाठी	0.00882911
लाया	सजवून	0.00882899
लगती	वाटते	0.0088289
जाता	ओळखले	0.00882854
लेकर	फोडताना	0.00882843
विकसित	झाले	0.00882825
अदा	बजावली	0.00882787
पड़े	असतील	0.00882763
होती	सुरूवात	0.00882763
है	ट्रेकिंग	0.00882673
खड़े	राहू	0.00882568
ठहरने	राहणारे	0.00882487
करने	चुकवले	0.00882478
बढ़	चालत	0.00882463
लदी	बहरलेली	0.00882442
निकलें	पाहण्यास	0.00882419
मनमोह	थिरकाणारी	0.00882419
थिरकने	नाचू	0.00882417
प्राप्‍त	असणार्‍या	0.00882417
झेलते	करत	0.00882359
दर्शाया	केले	0.00882335
सटकर	असलेल्या	0.00882298
शुरू	होतो	0.00882287
लिखा	केला	0.00882276
अंकित	लिहिलेले	0.0088226
मिलते	असणार्‍या	0.00882254
मिल	असणार्‍या	0.00882247
लगता	वाहत्या	0.00882205
जाकर	फिरणे	0.00882204
प्राप्‍त	मिळालेल्या	0.00882177
छिपाये	लपवून	0.00882095
जा	पाहायचे	0.00882073
जाना	पाहिले	0.00882059
खरीद	विकत	0.00882018
निकाला	काढले	0.00881978
उभारना	करण्यासाठी	0.00881945
गिरता	निघालेला	0.00881898
घोलते	जाता	0.0088188
हासिल	मिळाले	0.00881877
गुजरने	निघून	0.00881815
घुलता	पडणार्‍या	0.00881772
छिन	हिरावून	0.00881715
स्थापित	केला	0.00881711
पहचान	ओळखू	0.00881705
उपलब्ध	असतात	0.00881685
प्राप्त	केली	0.00881669
देखा	नाही	0.00881664
देखने	म्हटले	0.00881621
सोचने	फिरण्यासाठी	0.00881533
रखने	ठेवण्याचेदेखील	0.00881523
पहचानी	ओळखले	0.00881469
स्थित	करता	0.00881426
बढ़	वाढत	0.00881412
पाया	शोधले	0.00881393
स्थित	वसलेल्या	0.00881346
जुड़ी	शिवलेली	0.00881305
जा	पा्हत	0.008813
मानो	करेल	0.00881238
ज़रूरत	नाही	0.00881232
कहा	जाणण्यासाठी	0.0088123
दिलवा	पडल्याबरोबर	0.00881163
कहे	म्हटले	0.00881117
चले	गेलात	0.00881115
माना	गणले	0.00881049
लगवाया	होता	0.00881036
हैं	मिळतात	0.00881024
दर्शाए	आहे	0.00880981
चलता	जातो	0.00880954
दौड़ायें	फिरवली	0.00880946
गिरने	कोसळण्या	0.00880923
रखा	नाही	0.00880923
स्थित	चमकणार्‍या	0.00880915
पहचाने	ओळखले	0.00880886
पूछने	आले	0.00880853
लगा	भरत	0.00880745
पीकर	चाखून	0.00880686
चिंघाड़	केला	0.00880663
निकाला	झालेल्या	0.00880654
रुकने	थांबण्याचा	0.00880561
लगाकर	करता	0.0088055
लगी	म्हणतात	0.00880485
अहमियत	राखून	0.0088048
सराहा	जातो	0.00880469
ख्याल	नाही	0.00880464
व्यतीत	करतात	0.00880447
था	लटकलेला	0.00880389
लौट	होता-होता	0.00880369
ले	खाण्या	0.00880348
ले	येणारी	0.00880334
लौट	मारुन	0.00880317
उपलब्ध	स्किइंगची	0.00880281
करवाया	असलेल्या	0.00880274
पाया	ओळखला	0.00880235
टूटी	तुटला	0.00880226
रहा	वसलेले	0.00880216
मिलते	फिरु	0.00880193
प्रस्तुत	केली	0.00880187
स्थित	झाले	0.0088014
सटे	असलेल्या	0.00880108
बढ़ते	चालतात	0.00880104
समेटे	वसलेले	0.00880092
स्थापित	करण्यासाठी	0.00880087
छोड़कर	सोडून	0.0088008
छोडकर	सोडून	0.0088008
बदलकर	उतरते	0.00880034
समेटे	जाणे	0.00879883
कहलाते	म्हणतात	0.0087988
विकसित	झाली	0.0087988
दिखाई	नेऊन	0.00879875
पहुँच	करुन	0.0087984
उभारने	उभारण्यासाठी	0.00879838
लौटना	पडण्याच्या	0.00879797
रुकती	थांबते	0.0087976
जानता	ओळखत	0.00879745
गिरती	निनादत	0.00879744
नहा	करुन	0.00879743
भरा	नाही	0.00879724
छाई	भरलेल्या	0.0087971
संरक्षण	दिले	0.00879638
लदा-फदा	भरलेला	0.00879636
था	वसलेले	0.00879617
निर्माण	होतात	0.0087961
बढ़ते	चालत	0.00879568
लेकर	असतात	0.00879563
ठहरने	उतरण्याची	0.00879529
पाते	राहून	0.00879526
भर	करत	0.00879512
ढूँढ	शोधून	0.00879506
मिलती	सापडते	0.00879487
मिलते	दिसतात	0.00879472
निहारने	पडलेल्या	0.00879472
रोक	पाहताच	0.0087945
रही	झाले	0.00879448
दृष्‍टि	टाकली	0.00879408
दरकना	गेल्या	0.00879397
संजोये	जोडून	0.00879387
प्रस्ताव	खोलण्याचा	0.00879369
लगाई	घेतली	0.0087936
था	पसरलेले	0.00879334
मनाने	जाऊन	0.00879323
मिलती	करणार्‍या	0.00879246
परिणत	असलेल्या	0.00879235
कहलाती	म्हणतात	0.00879172
समाप्‍त	संपत	0.00879125
पकड़ने	मानल्या	0.00879122
मनाने	घालवण्याचे	0.00879067
छुएँ	करु	0.00879047
संजोए	जपून	0.00879047
पाता	मिळते	0.00879016
मिलता	असणार्‍या	0.00878971
होती	नव्हती	0.00878882
स्थापित	करण्यात	0.00878877
फैली	म्हणतात	0.00878876
विभक्‍त	केले	0.00878829
पता	मिळाली	0.00878814
जुड़ा	असताना	0.00878814
करते	मिळवित	0.00878801
होता	म्हटले	0.00878787
मिलेगा	असते	0.00878767
लिया	पाहता	0.0087862
रोपे	केले	0.00878593
कराया	दिली	0.00878581
कहलाने	म्हटले	0.00878565
निवास	होता	0.0087853
विचार	घेतल्यानंतर	0.00878415
मिलकर	चमकणारी	0.00878389
पहुँचते	दिला	0.00878378
लगाया	दिले	0.00878364
लगा	नाही	0.00878319
घूम	फिरु	0.00878313
स्थित	वसलेले	0.00878292
रुकें	थांबा	0.00878255
बसा	असलेला	0.00878237
लौटा	दिली	0.00878234
लेता	करते	0.00878233
दिखती	पहायला	0.00878201
बिखेरती	चमकणा्रे	0.00878186
पहुँचते	गेलो	0.0087814
मिल	करणारे	0.00878139
छिपा	लपलेले	0.00878139
चलकर	मिळाले	0.00878121
समा	होत	0.00878113
लगा	रमू	0.00878105
लगता	मानले	0.00878078
देखने	पाहिल्यावर	0.00877977
रखी	ठेवल्या	0.00877934
निर्माण	पडले	0.00877903
लेकर	थांबू	0.00877894
ढके	असलेले	0.00877882
माना	झाले	0.00877875
करते	मानले	0.00877865
बढ़ाकर	करून	0.00877832
पड़ने	मिळताच	0.0087783
लगाएँगे	माराल	0.00877786
करने	मिळवण्याचे	0.00877781
पड़ती	लागतात	0.00877777
बढ़े	गेलो	0.008777
छोड़कर	सोडून	0.00877679
बढ़ता	सोडवत	0.0087754
मौजूद	आढळतात	0.00877539
करते	म्हटले	0.00877538
था	पडण्याचा	0.00877531
सम्बोधित	संबोधले	0.00877524
छाँट	भरते	0.00877513
शुरुआत	वसलेल्या	0.00877487
स्थापन	करता	0.00877413
पहचाना	ओळखले	0.00877403
स्थापित	झाली	0.00877255
पहचानता	ओळखतो	0.00877206
प्रस्तुत	केले	0.00877189
मात	दिलेला	0.00877145
कहा	म्हटली	0.00877137
बोयी	पेरले	0.00877131
लगता	भरतो	0.00877126
बढ़ते	चालत	0.00877103
रहे	असतील	0.00876978
कहलाने	म्हणविल्या	0.00876923
लगे	असणारी	0.00876913
राइडिंग	असलेले	0.00876863
समेटे	जपत	0.00876833
खुदा	लावला	0.00876803
मिलेगा	नव्हती	0.00876797
निर्माण	करता	0.00876763
गिरती	कोसळते	0.00876753
शिफ्ट	हलला	0.00876743
स्थित	पोहचल्या	0.00876703
शुरू	पडल्यावर	0.00876703
संपर्क	ठेवतात	0.00876612
मिलाकर	असते	0.00876608
देखीं	पाहिल्या	0.00876578
भरा	असलेल्या	0.00876575
देखने	पाहिले	0.00876539
महका	दरवळले	0.00876522
खराब	बिघडू	0.00876518
निर्माण	करविले	0.00876507
हैं	उसळते	0.00876491
पहनने	घालण्याचे	0.00876446
चाहें	करु	0.00876444
लगी	असणाऱ्या	0.00876425
लगायी	आवडते	0.00876404
होता	मिळतो	0.00876394
चाहे	वाटल्यास	0.00876369
लिखीं	करत	0.00876328
खुले	असतात	0.00876319
बिखरा	पसरलेले	0.00876302
ढका	पसरलेले	0.00876298
जगराता	केली	0.00876295
घुमा	फिरवून	0.00876291
निकाल	काढून	0.00876284
करते	वेधून	0.0087628
फहराने	फडकविल्यानंतर	0.00876279
मालूम	दिसते	0.00876267
पहुँचकर	पोहोचल्यावर	0.00876251
किया	स्थापिले	0.0087623
रहा	असेल	0.00876187
गिरता	कोसळतो	0.00876157
ढकी	असलेल्या	0.00876112
खड़े	राहू	0.00876043
रहेंगी	असतील	0.0087604
लाए	चालणार्‍या	0.00876031
मुहैया	करवुन	0.00876012
प्रवाहित	वाहते	0.00876005
रहे	असलेले	0.00875989
निर्माण	केले	0.00875986
मिले	चाललेल्या	0.00875957
देखने	पाहिल्याने	0.00875903
थे	भरत	0.00875886
होता	स्लीपिंग	0.00875886
निकाले	दिला	0.0087588
रखा	केले	0.00875875
लगता	चालणे	0.00875867
छिपे	पसरलेले	0.00875865
प्राप्‍त	झाले	0.00875831
व्यवस्थाएँ	केल्याशिवाय	0.00875829
मिटा	करतात	0.00875822
रहे	असाल	0.00875756
प्रयोग	नसतील	0.00875748
खरीदना	ठेवा	0.00875731
दर्शाया	आहे	0.00875718
लुत्फ़	पकडणे	0.00875715
जोड़ा	नाहीं	0.00875688
महँगा	गेल्यावर	0.00875645
लैंड	उतरत	0.00875589
रखा	केली	0.0087556
चला	वाजता	0.00875556
गिरा	पडले	0.00875544
स्थित	वसलेली	0.00875441
लौट	करुन	0.00875424
टूटा	तुटलेला	0.00875423
चढ़ाई	दिला	0.00875353
माँगी	करण्यासठी	0.00875332
मिल	दिसतात	0.00875289
शुरुआत	नाही	0.00875274
चलते	पाहता	0.00875246
