HINDI 	MARATHI 	SCORE
गुफा	गुंफा	0.00879904
फ्लाइट	दक्षिण	0.00879893
वापसी	प्रवास	0.00879892
शिल्पकारी	शिल्पकारीचा	0.00879863
पार्क	जास्तीत	0.00879852
स्मारक	स्मारकाच्या	0.00879837
प्रस्तुत	सादर	0.00879836
मूल	कुळाच्या	0.00879832
अलावा	सरोवर	0.0087983
सैलानी	देखाव्यांनी	0.00879802
दूरी	तृतीयांशपेक्षा	0.00879762
रूप	कॅसिनो	0.00879758
शहीद	१८५७मध्ये	0.00879757
तरह	पाण्याचा	0.00879751
समूह	पश्‍चिमी	0.00879749
शताब्दी	रिसॉर्ट	0.00879748
जगहों	व्हेल	0.00879731
फाइव	पंचतारांकित	0.00879727
आगन्तुकों	पर्यटक	0.00879724
अवसर	प्रसंगी	0.00879722
अनुसार	ट्रॅवल्सच्या	0.00879713
राय	दुमत	0.00879698
दालान	पश्चिमेस	0.00879688
सौंदर्य	सौंदर्यासोबत	0.00879687
माध्यम	"पर्यटन	0.00879672
संग्रहालय	संग्रहालयाप्रमाणे	0.00879669
मिलाकर	स्थळ	0.00879659
शिविर	शिबिरजीवनाचा	0.00879657
तरफ	कोठाराचे	0.00879629
वजह	संग्रहालयात	0.00879617
मीटर	दक्षिणेला	0.00879607
पहुँचने	चिनियाला	0.00879592
समापन	परिस्थितीत	0.00879588
मस्जिद	आशियातील	0.00879583
किलोमीटर	उद्यानापासून	0.00879568
मौसम	देशीविदेशी	0.0087955
अर्से	बर्‍याच	0.00879546
क्षेत्र	भरतपूर	0.00879537
बन्नी-कढ़ाई	बन्नी-भरतकामच्या	0.00879526
दृष्‍टि	दृष्टीकोणाने	0.00879519
पहाड़ी	शहरच्या	0.00879517
शॉपिंग	खरेदी	0.00879517
इलाका	क्षेत्र	0.00879472
वाया	मार्गे	0.00879394
प्रकार	स्तंभाची	0.00879391
वर्तमान	चौकाच्या	0.00879381
प्रस्तुति	सादर	0.00879375
पर्व	शिवरात्रीवेळी	0.00879371
तोप	कारखान्यात	0.00879369
बर्फ	उन्हाळ्यात	0.00879351
नदी	नदीकिनारी	0.00879349
नदी	कलार	0.00879348
अलावा	चैल	0.00879346
पारिप्रणाली	वन	0.00879345
फैला	वर्ग	0.00879342
मिजाज	स्वभाव	0.00879315
साथ	प्राणी	0.00879302
प्रकार	स्थानांमध्ये	0.00879296
मेला	नागपंचमी	0.00879284
लोग	मूर्तीवर	0.00879256
सम्राट	``श्रद्धा	0.00879251
लेखकों	अंतर	0.00879248
निर्मित	मंदिरांच्या	0.00879216
पहाड़ी	चंदन	0.00879209
सरोवर	अंदाजे	0.00879201
ढंग	पद्धतीने	0.00879186
लोकगीतों	लोकगीतांमध्ये	0.00879169
मार्ग	सुगम	0.00879161
किला	गोलकुंडाचा	0.0087915
लोग	चौकटीत	0.00879145
मोर्टिलो	टॉवर	0.00879135
तरफ	दिल्ली	0.0087912
रास्ता	शेकडो	0.00879117
संगमरमर	संगमरवराच्या	0.00879103
बुग्यालों	रोपटे	0.00879071
निर्माण	हवेलीचे	0.0087903
पहाड़ों	पर्वतांमध्ये	0.00879005
विभाग	सूचना	0.00879003
तरफ	काचेच्या	0.00879003
सीढियों	जिन्याचा	0.00878997
प्रकृति	निसर्गही	0.00878975
वायुयान	वायुवाहनामध्ये	0.00878961
शहर	पूर्वी	0.00878954
कारखाने	किल्ल्याची	0.00878915
नामक	सहस्त्रधारानंतर	0.00878888
खेलों	समुद्रसपाटीपासून	0.00878863
पहाड़ी	स्थळ	0.0087884
समय	टापू	0.00878835
पार	दरी	0.00878835
कॉटेज	बंगली	0.00878835
साल	वर्षीच्या	0.0087883
पहाड़ों	डोंगरांच्या	0.00878822
अलावा	शॉपिंग	0.00878819
साथ	माली	0.00878819
माहौल	वातावरण	0.00878806
अलावा	तांबूस	0.00878793
मौसम	खरेतर	0.00878767
चौक	अभयारण्यात	0.00878764
मिट्‍टी	जलसाठा	0.00878741
अनुसार	काळात	0.00878737
नजारों	दृश्य	0.00878731
चलमूर्ति	चलमूर्तीची	0.00878724
उड़ानें	विमाने	0.0087872
टूरिस्ट	एंडचे	0.00878715
गठन	स्थापना	0.00878686
बजट	स्तराचा	0.00878675
अलावा	सरकारच्या	0.00878634
चिड़ियाघर	संग्रहालयाजवळच	0.00878613
वक्र-रेखीय	सामान्य	0.00878588
गूजर	लोक	0.00878562
काल	पूर्वीच्या	0.00878553
घर	चाला	0.00878529
जादू-टोने	माणसाच्या	0.00878529
शहर	हिरव्यागार	0.00878505
राज्य	नोव्हेंबर	0.00878484
बर्फ़	वृक्षांनी	0.00878483
शक्ति	शक्तीपंथाचे	0.00878473
बोली	दुसर्‍याची	0.00878467
भोजन	दरी	0.00878464
हरियाली	छटेचे	0.00878442
राज्य	जनवरी	0.00878426
तरह	परिस्थितीत	0.00878393
पार्क	अभयारण्याचे	0.00878387
भारत	प्रदेश	0.00878381
मंगलकारी	शनिवारी	0.00878366
सुबह	रविवारच्या	0.0087836
पौड़ी	जिल्ह्यात	0.00878315
दूसरी	बाजूला	0.00878297
टिकट	प्रवेश	0.00878279
साल	वर्षापेक्षा	0.0087827
जैसे	सुरु	0.00878257
हिस्सों	पर्वत	0.00878252
मानो	उंचीला	0.00878221
अनुसार	लोकांच्या	0.00878218
व्यावसायिक	केंद्र	0.0087821
संगीत	संगीताच्या	0.00878191
अलावा	बजेटच्या	0.00878188
पश्चिम	मार्गावर	0.00878178
निर्माण	जैसलमेरच्या	0.00878166
अलावा	ह्याच्याशिवाय	0.0087815
बिलेइंग	विलेइंगसाठी	0.00878144
जल	जलधारेमध्ये	0.00878133
पड़ोसी	शेजार्‍याकडे	0.0087813
सर्दियों	थंडीत	0.00878105
पड़ाव	मुक्काम	0.00878059
संग्रहालय	संग्रहालयाचे	0.00878047
नगरी	(पापमुक्‍त	0.00878041
म्यूजिम	क्रॉस	0.00878041
मकान	घराच्या	0.00878037
पर्वतों	तापमान	0.00878037
बरसात	पावसाळ्याच्या	0.00878019
समय	युद्ध	0.00878011
अवसर	उत्सवाच्या	0.00878008
कुदरत	निसर्गाने	0.00877996
ट्रेन	रेल्वेमध्ये	0.00877934
लोगों	मारवाडी	0.00877916
स्थल	जोगी	0.00877891
नाव	होडीने	0.00877875
मुसलमानों	गुरूवारी	0.00877859
चिड़ियाघर	बागेतील	0.00877854
गुरुद्वारों	शिखांच्या	0.00877853
ग्लेशियर	उन्हाळ्यात	0.00877852
शायद	दृष्टिगोचर	0.00877837
पारदर्शी	तळ	0.00877829
मस्ती	साइक्लोन	0.00877823
संध्या	चतुर्दशीच्या	0.00877818
लायक	क्षेत्राच्या	0.00877812
बरस	दरवर्षी	0.0087778
लाइन	रस्ता	0.00877766
खाना	संगीत	0.00877749
नजारे	पॉइंटपासून	0.00877749
सभी	अरविंदाश्रम	0.00877734
महाराजा	पंजाबचे	0.00877732
न्याय	दरवाजा	0.00877706
इंदिरा	हॉलिडे	0.00877696
शहर	वातावरणासाठी	0.00877665
प्रसिद्ध	"इतिहास	0.00877651
सामग्री	खाद्य	0.00877608
पर्वतमाला	सौंदर्याने	0.00877607
बर्फ	दरी	0.00877606
अलावा	ग्रामीणांच्या	0.00877586
सीमांत	सीमेलगतच्या	0.00877579
सीढ़ियों	शिड्यांपासून	0.00877564
इमारतों	नगरात	0.00877555
सन्‌	च्या	0.00877528
जीवन	समाज	0.00877525
सिडनीवासियों	आवडती	0.00877524
देवी	महादेव	0.00877509
तरह	लाकडाचे	0.008775
अगला	पुढचा	0.00877472
साल	वर्षीच	0.00877452
हथियाने	हल्ला	0.0087745
महल	स्तंभ	0.00877448
सीट	दरम्यान	0.00877446
दरवाजों	चारही	0.00877433
स्नातक	पदवीधर	0.00877426
हवाई	``रूपकुंडासाठी	0.00877411
मझोले	शहरांची	0.00877396
निकटतम	एयरपोर्ट	0.0087739
नदियों	कोलकाता	0.00877379
स्थान	मौर्यकालीन	0.00877375
मील	प्रांत	0.0087736
समय	कत्तलखान्यात	0.00877346
धाम	मधील	0.00877346
नृत्य	कत्थक	0.00877328
तल	समुद्र	0.00877326
दौरान	काळात	0.00877302
किलोमीटर	साधारण	0.00877298
सुंदरता	सुंदरतेशिवाय	0.0087727
पहाड़ी	कॅनॉलच्या	0.00877176
दूरी	इन्स्टिटय़ूट	0.00877165
द्वार	मार्गावर	0.00877162
बारहसिंगों	संकटात	0.00877158
कुल	मजली	0.00877128
किलोमीटर	टॅक्सीने	0.00877122
शासकों	डोगरा	0.00877101
ऊँचाइयों	उंचीवर	0.00877077
रोज	सकाळी	0.00877074
सौंदर्यता	प्राचीनता	0.0087705
मस्ती	वर्षा	0.00877035
ट्रेन	खरे	0.00876987
साथ	सरोवरावरोबरच	0.00876978
नाम	जिल्ह्यामध्ये	0.00876957
मंदिर	स्तंभावर	0.0087695
द्वारा	सुल्तान	0.0087695
आस-पास	किल्ल्याच्या	0.00876924
नवाब	तोफ	0.00876922
मकान	घरात	0.00876907
क्षेत्र	भूस्खलित	0.00876903
ठहरने	पर्यटनाच्या	0.00876892
पत्थर	दगडांच्या	0.00876889
रोपवे	किलोमीटर	0.00876876
मेला	शिवरात्रीला	0.0087687
तरह	मंदिराप्रमाणे	0.00876863
तरफ	मंदिराचे	0.00876853
समुद्र	समुद्रकिनारे	0.00876852
मौजूद	फळांचे	0.00876842
स्रोत	एकच	0.00876821
झीलों	सरोवराचे	0.00876802
जल	पाण्यावर	0.00876797
गीतगोविन्दम	नृत्य	0.00876759
पुष्‍प	शिराय	0.00876757
केवल	बर्फात	0.00876755
पहाड़ों	शहराची	0.00876749
ग्लेशियर	हिमाचल	0.00876739
प्रकार	मठाची	0.00876729
हॉल	स्मारक	0.0087671
नाम	नावातूनच	0.00876677
संभव	शक्यता	0.00876673
मुश्किल	अंतर	0.00876667
द्वारा	किल्ल्यांच्या	0.00876658
हवाई	विमानतळापासून	0.00876653
आकर्षण	मंदिर	0.0087665
बावजूद	किल्ल्यात	0.00876646
जून	मान्सून	0.00876628
खेलों	हिमखेळांसाठी	0.00876604
सामान्यतया	पर्यटक	0.00876565
सँकरे	गुहेचे	0.00876545
किलोमीटर	ग्रेट	0.00876541
सैलानियों	पर्यटकांच्या	0.00876516
स्थान	तेव्हापासून	0.00876504
इमारत	सिकंदर	0.00876496
थ्रिल	वंडर-लामध्ये	0.0087649
साल	वर्षाचे	0.00876483
सैक्शन	विभागात	0.00876453
पौधे	रोपे	0.00876452
मौसम	लोकरीचे	0.00876429
तम्बू	पॅराशूट	0.00876421
आसपास	मूर्ती	0.00876415
समारोह	समारंभाचे	0.00876407
अगला	पडाव	0.00876395
सैलानियों	प्रवाश्यांचे	0.00876379
दल	समुहातील	0.00876339
निर्मित	शतकात	0.00876279
अलावा	मीटर	0.00876263
तापमान	दरी	0.0087624
शासकों	पालवंशीय	0.00876188
अलग	ऑक्टोपस	0.00876161
पर्यटन	नदीच्या	0.0087614
लघु	द्वार	0.00876132
कक्ष	नाट्‍यशाळाच्या	0.00876127
सुबह	सकाळपासून	0.00876124
पहाड़ी	मंझागावच्या	0.00876112
मानसून	पावसाळ्याच्या	0.00876082
गरमी	डोंगरावर	0.00876069
मार्च	मार्चमध्ये	0.00876065
जैसा	नाव	0.0087604
त्रिकोण	त्रिकोणाचा	0.00876039
संप्रदाय	लोटस	0.00876012
बर्फ़	बर्फामध्ये	0.0087601
सैलानियों	प्रवाश्यांनी	0.00876004
सम्प्रति	दरवाजा	0.00875997
शहर	राजमहल	0.00875987
अलग	नोव्हेंबर	0.00875979
अवतार	स्वामी	0.00875976
यात्री	प्रवाशांचे	0.00875972
किले	स्थापत्य	0.00875972
श्री	धर्मावलम्बींचे	0.00875964
साल	विकास	0.00875963
वन	वनविभागाची	0.00875949
पत्थर	दगडांनी	0.00875947
पहाड़ियों	जिल्ह्यात	0.00875926
सुंदरता	धबधब्याचे	0.00875924
नदी	वाळवंट	0.00875922
हवाई	तीर्थ	0.00875909
चूल्हे	एकाच	0.00875902
सालों	वर्षात	0.0087589
अब	धरती	0.0087588
नीति	पर्यटन	0.00875873
पत्थर	रेतीच्या	0.00875862
उड़ानें	``इंडियन	0.00875854
वृक्षों	दरवर्षी	0.00875843
सैलानियों	पर्यटकांसाठीसुद्धा	0.00875843
किले	मांडूच्या	0.00875837
रिसर्च	वास्तुकलेचे	0.00875832
ओर	छत्र्या	0.00875818
फलों	``स्थानीक	0.00875816
नजारा	माल	0.0087581
फर्नीचर	लाकडी	0.00875799
व्हेल	वाटरफ्रंटपासून	0.00875777
वर्ष	सालानंतर	0.00875747
समय	व्यापाऱ्याचा	0.00875727
ठंडक	शीतलतेच्या	0.00875719
उल्लू	वन	0.00875718
सौन्दर्य	सौंदर्यामुळेच	0.00875699
प्रार्थना-कक्ष	कमानी	0.00875698
शहापुर	किल्ला	0.00875692
ग्रामीण	माहिती	0.00875689
स्थापना	प्राणि	0.00875688
डिस्काउंट	सवलत	0.00875664
गुफाएँ	अनेकांची	0.00875662
सिर्फ	राजधानीच	0.00875661
सर्द	थंडीचे	0.00875641
लोगों	लोकांच्यामते	0.00875641
जाटों	मुघल	0.00875634
समय	राज्य	0.0087561
सुनहरी	वाळूचे	0.00875607
किला	अहमदनगरचा	0.00875596
बाबा	दर्शनानंतर	0.00875553
साथ	दरी	0.00875548
फूल	लोकप्रिय	0.00875543
सुबह	परतीसाठी	0.00875538
समुद्री	समुद्रकिनार्‍यामध्ये	0.00875538
जमाने	निवासाची	0.00875529
महान	दुर्ग	0.00875527
साल	वर्षाच्या	0.00875507
श्रद्धा	नागोपासक	0.00875498
जनश्रुति	लोककथा	0.00875487
लोहे	लोखंडाच्या	0.0087548
गहराई	खोली	0.00875475
इतिहास	अठराव्या	0.00875471
नाव	होडीच्या	0.00875462
चालक	चालकाद्वारे	0.00875461
माह	जुलै	0.00875444
स्वभाव	मोकळेपणा	0.00875442
समय	माह	0.00875435
अधिक	माहिती	0.00875428
उद्‍गम	उगमाच्या	0.00875413
वास्तव	सरोवर	0.00875405
विचारधारा	महायान	0.00875397
नववर्ष	नववर्षाच्या	0.00875392
वृक्ष	कारण	0.00875391
बारिश	सप्टेंबर	0.00875361
पूर्णिमा	कार्तिकी	0.00875316
अर्थात	दशमी	0.0087529
फॉल्स	संग्रहालय	0.00875281
भूमिगत	रेल्वे	0.00875277
किले	तोफ	0.00875266
पर्वत	मंदिर	0.00875265
पत्थर	महादेव	0.00875255
रास्ता	कॅमल्स	0.00875243
कमरों	मंडल	0.00875241
गुफा	गुंफेतील	0.00875221
क्षेत्रों	मैदानी	0.00875217
स्नानघर	ग्रीष्मकालीन	0.00875212
परिसर	जेलच्या	0.00875204
निकट	द्रोण	0.00875202
तरफ	घटनेने	0.00875196
वर्ल्ड	यूनोस्कोच्या	0.00875173
रेस्टोरेंटों	एन	0.00875157
वृषभ	नंदीची	0.00875135
संस्थापक	संग्रहालयाचे	0.00875131
संस्कार	गुजराती	0.0087513
साथ	मार्गावर	0.0087513
पुस्तकों	महालात	0.00875126
रहना	सैनिकांपेक्षा	0.00875095
गोद	नदीच्या	0.00875095
खाने-पीने	खरे	0.00875087
महत्त्व	ट्रेल्स	0.00875082
अब	सरकार	0.00875015
नाम	छत्तीसगडचे	0.0087499
तरफ	बाजूंला	0.00874986
साल	वर्षी	0.0087498
स्थापना	नगराची	0.00874979
स्थल	ब्रिटिश	0.00874972
चिड़ियाघर	बटाटा	0.00874936
भीड़	गर्दी	0.0087493
रेलवे	रेल्वेस्थानकापासून	0.00874919
मेले	मैदानाच्या	0.00874916
भीड़	लोक	0.00874909
साथ	वडील	0.00874901
इलाका	उपनगरीचा	0.0087489
सन	लोकांची	0.00874842
मकान	घरे	0.00874842
साल	वर्षे	0.00874836
निकटतम	``पटनातील	0.00874836
सरकार	राज्य	0.00874829
इसमें	आरोहक	0.00874825
हाल	वर्षांमध्ये	0.00874817
पहाड़ियाँ	दरीचे	0.00874811
मौसम	सगळ्यात	0.00874801
पुल	नदीच्या	0.00874799
स्तूप	स्तूपांच्या	0.00874781
सीढ़ियों	मातेचे	0.00874779
टूरिज्म	तांडा	0.00874777
पास्ता	इटालियन	0.00874773
उसके	किलोमीटर	0.00874763
गोली	गांधीजींची	0.00874759
इलाका	संसाराचा	0.00874733
वृक्ष	पिंपळाच्या	0.00874732
अलावा	समारोह	0.0087473
सज्जन	माणसाला	0.00874728
तालाब	तलावाच्या	0.00874725
मैदान	गोल्फचे	0.00874706
नगर	मराठ्यांनी	0.00874689
राजा	स्थानीक	0.00874682
द्वार	नायक	0.00874678
नियमित	राज्य	0.0087467
आक्रमण	आक्रमणापासून	0.00874655
अलावा	पर्यटकांमध्ये	0.00874644
नजदीकी	रेल्वे	0.00874627
विपरीत	उलट	0.00874614
पहाड़ी	महालात	0.00874609
स्थित	हिरवेगार	0.00874596
शासक	राजा	0.00874592
दुल्हे	नवरदेव	0.00874589
रोमांच	अनेकांना	0.00874587
किलोमीटर	इमामवाडा	0.00874585
मेले	जत्रेतील	0.00874571
आसपास	शिल्पकार	0.00874569
बावजूद	चिनार	0.00874551
चट्‍टी	मैल	0.00874543
साल	वर्षात	0.00874537
सीट	डोरोथी	0.00874529
स्टेशनों	रेल्वे	0.00874523
कालीन	गालीच्यासाठी	0.00874509
यात्रियों	प्रवाश्यांना	0.00874506
कला	स्थापत्य	0.00874498
कारण	जगात	0.00874492
स्थल	पर्यटन	0.00874482
पहाड़ी	क्षेत्रात	0.00874474
संगीत	लोक	0.00874472
संख्या	पर्यटक	0.00874459
खाड़ी	मंदिरांसाठी	0.00874449
झील	महोत्सव	0.00874448
प्रकार	भिंतीमध्ये	0.00874447
नाव	होडीत	0.00874429
निकटतम	रेल्वे	0.00874421
सिर	मस्तक	0.00874414
मलयाल	कलाकारांचे	0.00874414
राजाओं	इतिहास	0.0087441
दुर्गों	किल्ले	0.00874408
बस	रेल्वे	0.00874386
समुद्र	समुद्रतळापासून	0.00874383
इसीलिए	पर्यटक	0.00874382
संभवत	स्मारके	0.00874366
ट्राइबल	जमातीचे	0.00874351
सदी	फ्रेंच	0.00874331
नज़र	दृष्टीने	0.00874326
सन्‌	1956पर्यंत	0.00874323
सन्‌	१९५०पर्यंत	0.00874323
सौंदर्य	सौंदर्यासाठी	0.00874314
सौन्दर्य	सौंदर्यासाठी	0.00874314
संग्रहालय	संग्रहालयामध्ये	0.00874303
प्रवास	शिखांचे	0.0087428
सीढ़ियों	पायर्‍यांपेक्षा	0.00874269
जर्क	विशेषत:	0.0087426
मछुआरे	कोळी	0.00874256
तटों	नदीच्या	0.00874223
नाम	पर्वत	0.00874214
जातियों	सुमारे	0.00874206
डैडमैन	तरीही	0.00874165
प्रति	मंदिर	0.0087416
वक्‍त	ट्रेल्स	0.00874155
समारोह	पैंपलोनामध्ये	0.00874147
गर्दन	मान	0.00874146
स्थान	मठाचे	0.00874143
रिश्ता	नाते	0.00874137
नाम	त्रियुगी	0.00874132
गेस्टहाउस	पर्यटन	0.00874114
समुद्र	जिल्ह्यातच	0.00874105
पहले	पर्यटकांच्या	0.00874091
संवाद	संवादासाठी	0.00874083
नदी	टॉवर	0.00874077
सेती	मासेमारीच्या	0.00874053
कुल	विचार	0.0087405
यानि	सर्वप्रथम	0.00874047
समारोह	समारंभाची	0.00874043
सॉकेट	किल्ल्यात	0.0087404
चीजें	जगभरातून	0.00874015
ठंड	पर्यटकांनी	0.00874002
यन्त्र	दरवाजे	0.00873985
स्थित	दरी	0.00873979
तहखानों	मंदिराच्या	0.00873968
पैलेस	राजमहाल	0.00873964
स्थिति	२०४९पर्यंत	0.00873941
महिला	स्त्री	0.00873937
विश्‍वभर	सरासरी	0.00873921
ओर	चारही	0.00873899
आनेवाले	पर्यटकांची	0.00873896
स्थान	गाव	0.00873871
सेल्समैन	विक्रेते	0.0087387
रूप	सकाळी	0.00873859
छोर	बाजुला	0.00873855
मीटर	किल्ला	0.00873855
कहावत	लोकोक्ती	0.00873851
राफ्‍ट	तराफा	0.00873846
परंपरा	लोक	0.00873824
व्यापार	दरम्यान	0.00873815
सर्दियों	मार्गे	0.00873813
महाराज	स्थान	0.00873811
जहाज	सुल्तान	0.00873789
पेड़	वृक्ष	0.00873789
बड़ी	अंतरिक्षातूनही	0.00873787
जलवायु	हवामानामध्ये	0.00873782
गुफा	गुंफेत	0.00873773
नजारे	सीमेच्या	0.00873762
पुत्र	अंदाजे	0.00873761
गर्भगृह	गर्भगृहामध्ये	0.00873756
कुदरत	नदीच्या	0.00873751
राशि	कुंभमेळा	0.00873743
सीढ़ियों	पायर्‍या	0.00873718
दरख्तों	नदीच्या	0.00873711
प्रशासन	स्थानीक	0.00873697
प्यास	मातेची	0.00873695
नहर	ओढा	0.00873683
स्थापना	नवाबी	0.00873664
ट्रेनिंग	तालिम	0.00873663
नागालैंड	फूले	0.00873658
शिल्प	दगडी	0.00873637
द्वारा	1537मध्ये	0.00873632
नामक	पर्यटन	0.00873629
तपस्या	गुरु	0.00873626
भीड़	धर्माचे	0.0087362
मैदानी	ईगल	0.00873615
बड़ा	सरोवराचे	0.00873613
नाम	देवीच्या	0.00873608
स्थित	पूर्व	0.00873607
पर्यटन	पर्यटनक्षेत्राचा	0.00873603
खिलौनों	बुंगामध्ये	0.00873601
कण-कण	``हिमालयाच्या	0.00873582
सैर	पर्यटनाचे	0.00873568
सीढ़ियाँ	जीने	0.00873568
भारतीय	पर्यटन	0.00873561
स्थापना	संग्रहालयाची	0.00873558
अलावा	जनावरांना	0.00873549
महासीर	धारेत	0.00873525
शासक	मुगल	0.00873484
लोग	उन्हाळ्यात	0.00873478
संस्करण	ला	0.00873454
नागाओं	लोकांचा	0.00873449
अलावा	निर्मिती	0.00873448
मॉडल	स्ट्रगलिंग	0.00873416
हवाई	दरी	0.00873413
समय	मार्च	0.00873413
संग्रहालय	पदके	0.00873404
अनेक	शहरात	0.00873401
सम्राट	दीवान	0.00873401
घाटी	नदीची	0.00873391
तीर्थ	पाण्यात	0.00873383
पर्सन	१९९२मध्ये	0.00873378
फुट	दरवाजा	0.00873374
सर्दियों	कि.मी	0.00873363
डोमेस्टिक	प्रवासावर	0.00873344
संग्रहालय	संग्रहालयाचा	0.00873342
नदी	तटावर	0.00873331
स्टेशन	रेल्वे	0.00873322
सौंदर्य	सरोवर	0.00873286
समय	पाली	0.00873274
सैर-सपाटे	आजू-बाजूला	0.00873269
तटों	समुद्रकिनार्‍यापासून	0.00873251
नामक	गावाला	0.0087325
क्रैम्पन	क्रॅंपनच्याशिवाय	0.00873238
लौज	किलोमीटर	0.00873235
प्रचार	शिलालेख	0.00873228
किलोमीटर	रस्ता	0.00873219
सारे	मॉड्यूल्स	0.00873217
सैलानियों	प्रवाशांचे	0.00873181
कार्यक्रमों	कार्यक्रमांमध्ये	0.00873175
अलग	राज्य	0.00873155
इंजीनियरों	राजा	0.00873123
सैलानी	पर्यटन	0.00873111
जिला	सीमेलगतचा	0.00873104
नाव	होडीची	0.00873099
कृपया	लक्षात	0.00873085
तरह	मैल	0.00873079
पहाड़ों	पर्वतांमध्ये	0.00873072
फुट	दरम्यान	0.00873064
स्टुडियो	चित्रगृहात	0.0087306
पूजा	प्रार्थनेच्या	0.00873055
संग्रहालय	संग्रहालयातच	0.00873012
सन्	राजा	0.00873001
नित्य	एप्रिलपासून	0.00872986
तरफ	’ला	0.00872975
जिला	सृजित	0.00872971
स्थित	प्रो	0.00872936
राजा	’प्लेस	0.00872927
लौटे	मूर्ति	0.00872926
राजा	स्क्वायर	0.00872924
टापू	समूह	0.00872921
निर्माण	महालाचे	0.00872909
सहित	राज्य	0.00872896
कला	पाक	0.00872881
निर्माण	किल्ला	0.0087286
संग्रहालय	संग्रहालयाची	0.00872832
लोक	दरीपर्यंत	0.00872828
तरफ	मजली	0.00872819
स्थान	महालाची	0.00872809
नाम	जोधा	0.00872801
गर्मियों	किलोमीटर	0.0087279
रात	रात्रीनंतरच	0.00872782
चर्च	ला	0.00872779
दामों	किंमतीत	0.00872763
ठहरने	जेवणाची	0.008727
टिकट	ताजमहालाचे	0.00872699
गार्डन	वनस्पति	0.00872694
डेजर्ट	मेळा	0.00872689
मौसम	वातावरण	0.0087266
झम्पान	स्वार	0.00872658
गली	रस्त्यावर	0.00872638
आरम्भ	शतकाच्या	0.0087262
ज़िले	शेजारील	0.00872606
सैलरी	पगार	0.00872587
प्राचीनकाल	काळात	0.00872585
दुर्ग	समुद्री	0.00872583
तरह	मेळ्याने	0.00872572
बदलाव	परिवर्तनापासून	0.00872554
स्नोर्कलिंग	जागा	0.00872544
मूर्ति	किल्ल्यात	0.00872542
क्षेत्र	निवास	0.0087253
ट्रेनों	पॅलेस	0.00872498
मील	पासून	0.00872464
सेंटीमीटर	डीमार्टने	0.00872459
सन्‌	प्रोजेक्ट	0.00872442
विभिन्न	संस्कृतिंचा	0.00872436
गाड़ी	पॅलेस	0.00872434
रोगी	चर्म	0.00872429
जलवायु	सुखद	0.00872427
मील	१९५७च्या	0.00872403
सन्‌	राजे	0.00872396
सड़कों	बर्फाने	0.00872396
पानी	सहस्त्रधारा	0.00872373
साहित्य	महारानी	0.00872355
नज़रिये	दृष्टीने	0.00872349
इनकी	मूळ	0.00872348
शैली	मंदिर	0.00872328
मार्ग	चंद्राखाली	0.00872325
होटल	रिजेंसी	0.00872321
मार्ग	पाणी	0.00872307
अलावा	स्तूप	0.00872288
शादियों	लग्नाच्या	0.00872284
सरकार	नोव्हेंबर	0.00872272
सीमाँत	प्रांत	0.0087225
कूड़ा	वस्तू	0.00872245
संगमरमर	शिवमंदिर	0.00872243
खड़ी	रस्ता	0.0087222
जलवायु	हवामानाचा	0.00872196
स्थापित	द्वारे	0.0087219
कार्यक्रम	२३ला	0.00872154
जगहों	हवेली	0.00872144
खगोल	खगोलशास्त्राचे	0.0087211
तराशी	नक्षी	0.00872105
तटों	समुद्र	0.00872097
सामान्य	पाऊस	0.00872047
शहर	राजवाडा	0.00872044
कारण	राजगीर	0.0087204
संभवतः	शतकाच्या	0.00872039
दुकानों	जनपथाच्या	0.00872002
मेला	जत्रा	0.00872001
रस्से	दोर	0.00871989
अनुमान	’पाटा’च्या	0.00871983
कमरे	मंडपात	0.00871954
जैसा	नैसर्गिकतेने	0.0087194
पाकिस्तान	सीमेला	0.0087192
नदी	पाबर	0.00871904
घाटी	नदीच्या	0.00871904
चौरागढ़	पायर्‍या	0.00871891
पहाड़ी	हिल्सच्या	0.00871867
क्षेत्र	नैॠत्य	0.00871856
काल	पटकीची	0.00871854
मुश्‍किल	संकटात	0.00871852
अपेक्षा	नगरापेक्षा	0.00871823
जड़ें	ममर्स	0.00871815
संगम	मैल	0.00871812
वैली	स्टेशन	0.00871812
तरफ	मेळा	0.0087179
डेवलेपमेंट	पर्यटन	0.00871774
निर्माण	जहाज	0.00871758
तुलना	पूर्वी	0.00871756
जलवायु	हवामानदेखील	0.00871734
पहाड़ियों	पर्वतांमध्ये	0.00871694
द्वीप	महाल	0.00871687
जल	धबधब्यापासून	0.00871668
मिट्‍टी	खडकाळ	0.00871661
इमारत	नदीच्या	0.00871637
काल	मौर्यकाळ	0.00871625
टैप्रोबेन	नाव	0.00871621
खेलों	उन्हाळा	0.00871608
मेलों	जत्रांच्या	0.00871589
स्थापना	प्राणी	0.00871583
राजा	शूद्र	0.00871575
बढ़े	किलोमीटर	0.00871561
राजनर्तकी	इतिहास	0.00871549
पक्षियों	स्थलांतर	0.00871546
तरफ	जाताना	0.00871499
इमारत	हॉल	0.00871492
रास्ता	सीमेला	0.00871482
राज्य	किनार्‍यावर	0.00871479
चरण	पायरीत	0.00871468
मंदिर	श्री	0.00871464
तरफ	परिसरात	0.00871441
अलावा	मार्गावर	0.0087144
रेलगाड़ियाँ	उत्तर	0.0087143
